number,value,state,duration_min,w0_raw,w0,w1_raw,w1,w2_raw,w2,w3_raw,w3,w4_raw,w4,w5_raw,w5,w6_raw,w6
75,0.8285441732791287,COMPLETE,50.54810603333333,0.10791816089484739,0.023809168487787247,0.2804595844036144,0.06187567859888077,0.1257061702644373,0.02773360162973404,5.634359182491248,1.2430660724639893,19.526163667687783,4.307909965515137,5.826206517037896,1.285391926765442,0.22760075265241095,0.050213832408189774
76,0.7605931827779419,PRUNED,12.183175416666668,0.9326301158700636,0.22451339662075043,0.9843285728688885,0.236958846449852,0.18361708048459957,0.04420240595936775,1.8579022177652484,0.4472554922103882,20.769191518258538,4.999797821044922,1.72904866805142,0.41623637080192566,2.621327543466278,0.6310359835624695
77,0.7449064649994259,PRUNED,12.145411083333332,0.7661772730899569,0.17238716781139374,0.11975164107571783,0.026943692937493324,0.11296245525022346,0.02541615068912506,0.5794827308186389,0.13038155436515808,25.715810879477875,5.785965919494629,3.6813571877246174,0.8282922506332397,0.13606073106265645,0.030613180249929428
78,0.3016508518081266,PRUNED,12.20474515,24.768944395127257,2.5076329708099365,1.9930068806087826,0.20177404582500458,29.094438174530957,2.9455506801605225,0.2320022916704664,0.02348814718425274,0.30419282159638134,0.03079679049551487,11.553737868332233,1.1697121858596802,1.1956193568629019,0.12104571610689163
79,0.6658416097697867,PRUNED,12.188354383333332,2.2686309338924886,0.8540258407592773,0.323048724674256,0.12161164730787277,11.064910172075477,4.165383815765381,0.6371890961117802,0.23986975848674774,3.4759651943457337,1.308526635169983,0.12565703658844793,0.04730357602238655,0.6993740897233703,0.2632792890071869
80,0.7993325120781479,COMPLETE,29.9652959,1.0232050013561833,0.14269615709781647,0.10915900206760461,0.015223313122987747,0.1730158616470792,0.024128789082169533,3.8330421359637183,0.5345560312271118,20.97284075072804,2.9248721599578857,23.67419016904139,3.301602363586426,0.4081529948509501,0.056921012699604034
81,0.7698995966130256,PRUNED,12.18339715,0.15615460805804104,0.11639001965522766,0.2682233110055715,0.19992056488990784,0.23186549734308223,0.17282122373580933,2.0990804819823037,1.5645521879196167,0.9730193155343965,0.7252411246299744,5.071551987221011,3.7800872325897217,0.5916513019468741,0.44098803400993347
82,0.8052464604744118,COMPLETE,38.70491705,0.24599772217685023,0.03343111649155617,0.6330435976934788,0.08603069186210632,0.15741662974947043,0.021392935886979103,20.413319206678217,2.774172067642212,11.23002205981821,1.5261611938476562,17.741324832129493,2.41104793548584,1.0872993844035828,0.14776410162448883
83,0.8333404706058039,COMPLETE,41.65815391666667,0.37426056225733123,0.11253462731838226,0.13289304847887365,0.039958979934453964,0.4748072019215898,0.1427675187587738,5.088648337270899,1.5300813913345337,11.391450910275285,3.425240993499756,5.511842390824305,1.6573295593261719,0.3062578331125572,0.09208720922470093
84,,RUNNING,,0.2476973646771745,0.13088293373584747,0.42565708668913166,0.22491660714149475,0.7836922615812905,0.41410186886787415,2.5662131182434234,1.3559833765029907,5.2663357433689395,2.782724380493164,3.536356320669701,1.868605613708496,0.4216234022408832,0.22278520464897156
